ID_event,TimeStep,Lat,Lon,Vmax_ms,RMW_km,category,B,geometry_x,geometry_y,AREA_PERIL_ID,Centro_Lon,Centro_Lat,r_km,Vc_ms,Vc_mph
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.29538701117793 16.28763377691872),64,-61.29538701117793,16.287633776918724,1990.962401156083,3.6375790955492144,7.070888090700417
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.29616511507633 16.1972713173432),65,-61.29616511507633,16.1972713173432,1987.7106858126047,3.6408463889805494,7.077239201042104
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.29693829961214 16.10690806085309),66,-61.29693829961214,16.106908060853094,1984.5026049240694,3.6440778740946898,7.08352070558363
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.29770657525155 16.01654401150706),67,-61.297706575251546,16.01654401150706,1981.3383720806316,3.6472730411007794,7.089731613370846
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.29846995238317 15.92617917337068),68,-61.298469952383165,15.926179173370675,1978.218199320648,3.6504313816976697,7.095870936345363
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.29922844131843 15.83581355051644),69,-61.29922844131843,15.835813550516438,1975.142297071072,3.653552389273001,7.101937689731535
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.299982052292 15.74544714702374),70,-61.299982052292,15.745447147023745,1972.1108740875204,3.6566355591047532,7.1079308924282465
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.19933658619734 16.5579281552696),71,-61.19933658619734,16.557928155269597,1991.5808313477817,3.6369586278650208,7.06968199800976
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.20017299963192 16.46757265139298),72,-61.20017299963192,16.467572651392977,1988.184191326214,3.6403701057612743,7.0763133805294745
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.20100419049489 16.37721633441708),73,-61.20100419049489,16.377216334417085,1984.8306783362355,3.6437470399586473,7.082877615470372
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.20183017007242 16.28685920840688),74,-61.20183017007242,16.286859208406884,1981.5205130175164,3.6470889075074893,7.089373686299655
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.2026509495677 16.19650127743434),75,-61.2026509495677,16.196501277434336,1978.25391463456,3.6503951863190167,7.095800578157916
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.20346654010144 16.10614254557829),76,-61.20346654010144,16.10614254557829,1975.0311010169435,3.653665355361149,7.102157278239814
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.2042769527122 16.01578301692449),77,-61.2042769527122,16.015783016924487,1971.8522884991455,3.656898894857237,7.108442776180374
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.20508219835677 15.92542269556552),78,-61.20508219835677,15.925422695565516,1968.7176918600578,3.6600952864875227,7.114656064446589
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.20588228791058 15.8350615856008),79,-61.205882287910576,15.835061585600796,1965.6275242622023,3.6632540135932143,7.120796138734111
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.20667723216801 15.74469969113653),80,-61.20667723216801,15.744699691136532,1962.5819971906349,3.6663745613831367,7.126861998368948
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.10565532890542 16.55709790519857),81,-61.10565532890542,16.557097905198574,1982.1905036512949,3.6464118101127716,7.088057514258087
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.1065352188415 16.46674718420811),82,-61.1065352188415,16.466747184208106,1978.7784168382693,3.6498637493389348,7.094767547311104
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.1074096149475 16.37639564585213),83,-61.1074096149475,16.37639564585213,1975.4095995874197,3.65328087165521,7.101409901705591
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.10827852909438 16.28604329422447),84,-61.10827852909438,16.28604329422447,1972.084275330456,3.6566626440348116,7.107983541320368
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.10914197306594 16.19569013342579),85,-61.10914197306594,16.195690133425792,1968.8026661239162,3.6600085342617694,7.114487431610351
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.10999995855911 16.10533616756359),86,-61.10999995855911,16.105336167563586,1965.5649925882099,3.663318011131538,7.1209205399965105
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.11085249718454 16.01498140075212),87,-61.11085249718454,16.01498140075212,1962.3714738463464,3.6665905446545297,7.1272818362615045
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.11169960046676 15.92462583711243),88,-61.11169960046676,15.92462583711243,1959.2223274622725,3.669825606262554,7.133570292950969
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.11254127984481 15.83426948077227),89,-61.112541279844805,15.834269480772273,1956.1177693788852,3.673022669018037,7.139784885780202
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.11337754667241 15.74391233586611),90,-61.11337754667241,15.743912335866112,1953.058013855781,3.6761812078258527,7.145924594045934
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01197957744639 16.55622559420376),91,-61.01197957744639,16.556225594203763,1972.8063151315334,3.655927605300177,7.106554740324317
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01290293192547 16.46587989824451),92,-61.01290293192547,16.465879898244513,1969.3786506824067,3.659420649240639,7.113344674549838
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01382052140358 16.37553338043824),93,-61.01382052140358,16.375533380438238,1965.9943987825238,3.6628786016337247,7.12006639626426
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01473235833617 16.28518604490904),94,-61.01473235833617,16.28518604490904,1962.6537856995274,3.6663009191518237,7.1267188493232
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01563845508711 16.19483789578777),95,-61.01563845508711,16.194837895787767,1959.3570363262422,3.669687059224952,7.133300979054982
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01653882392925 16.10448893721196),96,-61.01653882392925,16.104488937211965,1956.1043741185704,3.673036480246195,7.13981173265999
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01743347704483 16.01413917332589),97,-61.01743347704483,16.014139173325894,1952.8960210330783,3.676348641780167,7.146250059615876
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01832242652582 15.92378860828045),98,-61.01832242652582,15.923788608280452,1949.7321974641116,3.6796230047746032,7.152614912088861
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.01920568437438 15.83343724623319),99,-61.019205684374384,15.833437246233188,1946.6131221806231,3.682859031774789,7.158905245350562
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-61.02008326250331 15.74308509134821),100,-61.020083262503306,15.74308509134821,1943.539012262674,3.6860561871407906,7.16512001820024
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.91830960357902 16.5553112335683),101,-60.91830960357902,16.5553112335683,1963.4283694201938,3.665506596486875,7.125174809585718
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.91927641005388 16.46497080471407),102,-60.91927641005388,16.464970804714067,1959.9849949319857,3.6690414010791783,7.1320459200243205
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.92023718044884 16.37462954931616),103,-60.920237180448844,16.37462954931616,1956.5851764279946,3.6725408381083233,7.138848281420067
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.92119192780327 16.28428747153042),104,-60.92119192780327,16.28428747153042,1953.229143056416,3.6760043537168223,7.14558081716013
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.92214066506086 16.19394457551929),105,-60.92214066506086,16.193944575519293,1949.9171225914376,3.679431394748274,7.152242451994485
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.92308340506986 16.10360086545187),106,-60.92308340506986,16.103600865451874,1946.6493413699375,3.682821408957771,7.1588321124449115
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.92402016058372 16.01325634550383),107,-60.924020160583716,16.01325634550383,1943.4260242278585,3.6861738452254658,7.1653487272201275
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.92495094426136 15.92291101985735),108,-60.92495094426136,15.92291101985735,1940.2473944361598,3.6894881537733513,7.1717912276371845
37.0_8.0_5.0,0,9.7,315.8,18.10844231,46.29999924,0,1.115339428887,POINT (315.8 9.699999999999999),POINT (-60.92587576866778 15.83256489270118),109,-60.92587576866778,15.832564892701184,1937.113673636385,3.6927637863850915,7.178158548048774
